Timestamp,Actual Az.,Actual El.,Commanded Az.,Commanded El.,Autotrack Status,Antenna Control Unit Selected Rcvr Strength (dB),Antenna Control Unit X-Band Strength (dB),Antenna Control Unit S-LHC Strength (dB),Antenna Control Unit S-RHC Strength (dB),Antenna Control Unit Rcvr 4 Strength (dB),S-Band LHCP VTR Tracking Receiver  Strength (dB),S-Band RHCP VTR Tracking Receiver  Strength (dB),Cortex CRT-XL 1 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 1 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 1 TMUB Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR1 Eb/N0 Strength (dB),Cortex CRT-XL 2 IFR2 Eb/N0 Strength (dB),Cortex CRT-XL 2 TMUB Eb/N0 Strength (dB),S-Band LHCP VTR Tracking Receiver Status,S-Band RHCP VTR Tracking Receiver Status,Cortex CRT-XL 1 IFR1 PLL Status,Cortex CRT-XL 1 IFR1 Bit Sync,Cortex CRT-XL 1 IFR2 PLL Status,Cortex CRT-XL 1 IFR2 Bit Sync,Cortex CRT-XL 1 IFR3 PLL Status,Cortex CRT-XL 1 TMUA PSK Demod,Cortex CRT-XL 1 TMUA Frame Sync,Cortex CRT-XL 1 TMUA Viterbi,Cortex CRT-XL 1 TMUB PSK Demod,Cortex CRT-XL 1 TMUB Bit Sync,Cortex CRT-XL 1 TMUB Frame Sync,Cortex CRT-XL 1 TMUB Viterbi,Cortex CRT-XL 2 IFR1 PLL Status,Cortex CRT-XL 2 IFR1 Bit Sync,Cortex CRT-XL 2 IFR2 PLL Status,Cortex CRT-XL 2 IFR2 Bit Sync,Cortex CRT-XL 2 IFR3 PLL Status,Cortex CRT-XL 2 TMUA PSK Demod,Cortex CRT-XL 2 TMUA Frame Sync,Cortex CRT-XL 2 TMUA Viterbi,Cortex CRT-XL 2 TMUB PSK Demod,Cortex CRT-XL 2 TMUB Bit Sync,Cortex CRT-XL 2 TMUB Frame Sync,Cortex CRT-XL 2 TMUB Viterbi,PTP 1 Input 1 Status,PTP 1 Input 2 Status,PTP 1 Input 3 Status,PTP 1 Input 4 Status,PTP 1 Input 5 Status,PTP 2 Input 1 Status,PTP 2 Input 2 Status,PTP 2 Input 3 Status,PTP 2 Input 4 Status,PTP 2 Input 5 Status,Antenna Control Unit Selected Rcvr Strength (dBm),Antenna Control Unit X-Band Strength (dBm),Antenna Control Unit S-LHC Strength (dBm),Antenna Control Unit S-RHC Strength (dBm),Antenna Control Unit Rcvr 4 Strength (dBm),S-Band LHCP VTR Tracking Receiver Strength (dBm),S-Band RHCP VTR Tracking Receiver Strength (dBm),Cortex CRT-XL 1 IFR1 IF Level Strength (dBm),Cortex CRT-XL 1 IFR2 IF Level Strength (dBm),Cortex CRT-XL 1 IFR3 IF Level Strength (dBm),Cortex CRT-XL 2 IFR1 IF Level Strength (dBm),Cortex CRT-XL 2 IFR2 IF Level Strength (dBm),Cortex CRT-XL 2 IFR3 IF Level Strength (dBm)
2024 235 23:21:45, 101.142, 21.731,101.141, 21.733,0, 30.8,  0.2, 15.2, 30.8,  0.0, 19.5, 30.0, 16.5, 16.5, -26.6, 16.5, 16.5, -25.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -91.8, -76.2, -107.0, -109.5, -99.0, -39.4, -39.4, -96.1, -39.5, -39.4, -128.0
2024 235 23:21:46, 101.281, 21.589,101.282, 21.588,0, 30.8,  0.2, 15.3, 30.8,  0.0, 19.5, 30.0, 16.4, 16.4, -26.9, 16.4, 16.4, -19.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -91.7, -76.2, -107.0, -109.5, -99.0, -39.3, -39.3, -97.1, -39.4, -39.5, -128.0
2024 235 23:21:47, 101.422, 21.447,101.423, 21.445,0, 30.8,  0.2, 15.3, 30.8,  0.0, 19.5, 30.0, 16.5, 16.5, -26.8, 16.5, 16.4, -26.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -91.7, -76.2, -107.0, -109.5, -99.0, -39.4, -39.3, -128.0, -39.4, -39.4, -128.0
2024 235 23:21:48, 101.561, 21.301,101.561, 21.302,0, 30.8,  0.2, 15.4, 30.8,  0.0, 19.5, 30.0, 16.5, 16.5, -27.1, 16.5, 16.4, -6.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -91.6, -76.2, -107.0, -109.5, -99.0, -39.4, -39.4, -96.0, -39.4, -39.3, -128.0
2024 235 23:21:49, 101.699, 21.161,101.699, 21.160,0, 30.9,  0.3, 15.5, 30.9,  0.0, 20.1, 30.1, 16.5, 16.5, -27.0, 16.6, 16.6, -20.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.7, -91.5, -76.1, -107.0, -108.8, -98.9, -39.2, -39.2, -128.0, -39.3, -39.4, -128.0
2024 235 23:21:50, 101.835, 21.019,101.835, 21.019,0, 30.9,  0.3, 15.7, 30.9,  0.0, 20.1, 30.1, 16.6, 16.5, -26.9, 16.6, 16.6, -23.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.7, -91.3, -76.1, -107.0, -108.8, -98.9, -39.3, -39.3, -98.6, -39.3, -39.3, -128.0
2024 235 23:21:51, 101.957, 20.891,101.957, 20.892,0, 30.9,  0.3, 15.7, 30.9,  0.0, 20.1, 30.1, 16.5, 16.5, -27.8, 16.6, 16.6, -24.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.7, -91.3, -76.1, -107.0, -108.8, -98.9, -39.2, -39.3, -128.0, -39.2, -39.3, -128.0
2024 235 23:21:52, 102.103, 20.740,102.103, 20.739,0, 30.9,  0.3, 15.8, 30.9,  0.0, 20.1, 30.1, 16.6, 16.6, -24.4, 16.6, 16.5, -22.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.7, -91.2, -76.1, -107.0, -108.8, -98.9, -39.3, -39.2, -98.2, -39.3, -39.4, -128.0
2024 235 23:21:53, 102.237, 20.599,102.236, 20.600,0, 30.9,  0.3, 15.9, 30.9,  0.0, 20.1, 30.1, 16.6, 16.5, -15.4, 16.6, 16.6, -19.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.7, -91.1, -76.1, -107.0, -108.8, -98.9, -39.2, -39.2, -98.6, -39.2, -39.2, -128.0
2024 235 23:21:54, 102.367, 20.460,102.367, 20.461,0, 30.9,  0.3, 15.9, 30.9,  0.0, 20.6, 30.2, 16.6, 16.6, -27.0, 16.6, 16.5, -27.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.8, -91.1, -76.1, -107.0, -108.4, -98.8, -39.3, -39.3, -104.1, -39.3, -39.3, -128.0
2024 235 23:21:55, 102.498, 20.322,102.497, 20.324,0, 30.9,  0.3, 16.0, 30.9,  0.0, 20.6, 30.2, 16.5, 16.5, -21.0, 16.5, 16.5, -24.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.7, -91.0, -76.1, -107.0, -108.4, -98.8, -39.3, -39.3, -99.1, -39.3, -39.3, -128.0
2024 235 23:21:56, 102.626, 20.187,102.626, 20.187,0, 30.9,  0.3, 16.0, 30.9,  0.0, 20.6, 30.2, 16.5, 16.5, -24.1, 16.6, 16.5, -23.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.1, -106.8, -91.0, -76.1, -107.0, -108.4, -98.8, -39.3, -39.3, -128.0, -39.3, -39.3, -128.0
2024 235 23:21:57, 102.753, 20.051,102.753, 20.051,0, 30.9,  0.3, 16.0, 30.9,  0.0, 20.6, 30.2, 16.5, 16.5, -20.1, 16.6, 16.6, -22.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.8, -91.0, -76.2, -107.0, -108.4, -98.8, -39.4, -39.3, -100.1, -39.3, -39.3, -128.0
2024 235 23:21:58, 102.879, 19.915,102.880, 19.916,0, 30.8,  0.3, 15.9, 30.8,  0.0, 20.6, 30.2, 16.5, 16.5, -25.8, 16.6, 16.6, -26.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.7, -91.1, -76.2, -107.0, -108.4, -98.8, -39.4, -39.3, -98.4, -39.4, -39.3, -128.0
2024 235 23:21:59, 103.004, 19.782,103.005, 19.781,0, 30.8,  0.3, 16.0, 30.8,  0.0, 20.6, 30.1, 16.5, 16.6, -27.6, 16.6, 16.6, -26.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.7, -91.0, -76.2, -107.0, -108.3, -98.9, -39.4, -39.4, -98.2, -39.4, -39.4, -128.0
2024 235 23:22:00, 103.129, 19.647,103.129, 19.647,0, 30.8,  0.3, 15.9, 30.8,  0.0, 20.6, 30.1, 16.6, 16.5, -15.2, 16.6, 16.5, -27.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.2, -106.7, -91.1, -76.2, -107.0, -108.3, -98.9, -39.4, -39.4, -97.5, -39.3, -39.4, -128.0
2024 235 23:22:01, 103.240, 19.526,103.240, 19.527,0, 30.7,  0.3, 15.9, 30.7,  0.0, 20.6, 30.1, 16.5, 16.5, -27.5, 16.5, 16.5, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.3, -106.7, -91.1, -76.3, -107.0, -108.3, -98.9, -39.4, -39.5, -97.7, -39.4, -39.4, -128.0
2024 235 23:22:02, 103.373, 19.381,103.374, 19.381,0, 30.7,  0.3, 15.9, 30.7,  0.0, 20.6, 30.1, 16.5, 16.5, -26.2, 16.5, 16.4, -25.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.3, -106.7, -91.1, -76.3, -107.0, -108.3, -98.9, -39.5, -39.5, -97.4, -39.4, -39.5, -128.0
2024 235 23:22:03, 103.494, 19.252,103.495, 19.249,0, 30.6,  0.3, 15.8, 30.6,  0.0, 20.6, 30.1, 16.6, 16.5, -27.5, 16.5, 16.4, -15.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.4, -106.7, -91.2, -76.4, -107.0, -108.3, -98.9, -39.6, -39.6, -99.1, -39.5, -39.5, -128.0
2024 235 23:22:04, 103.614, 19.118,103.614, 19.118,0, 30.7,  0.3, 15.9, 30.7,  0.0, 20.5, 29.9, 16.6, 16.5, -24.5, 16.5, 16.5, -22.4, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.4, -106.7, -91.1, -76.4, -107.0, -108.5, -99.0, -39.6, -39.5, -98.0, -39.5, -39.6, -128.0
2024 235 23:22:05, 103.732, 18.986,103.733, 18.988,0, 30.6,  0.3, 15.7, 30.6,  0.0, 20.5, 29.9, 16.5, 16.5, -27.0, 16.5, 16.5, -17.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.4, -106.7, -91.3, -76.4, -107.0, -108.5, -99.0, -39.6, -39.6, -99.2, -39.6, -39.6, -128.0
2024 235 23:22:06, 103.849, 18.858,103.850, 18.858,0, 30.5,  0.3, 15.8, 30.5,  0.0, 20.5, 29.9, 16.5, 16.5, -24.4, 16.5, 16.4, -128.0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.5, -106.7, -91.2, -76.5, -107.0, -108.5, -99.0, -39.6, -39.7, -98.5, -39.7, -39.7, -128.0
2024 235 23:22:07, 103.968, 18.727,103.967, 18.729,0, 30.5,  0.3, 15.7, 30.5, -0.0, 20.5, 29.9, 16.5, 16.4, -28.0, 16.4, 16.4, -21.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.5, -106.7, -91.3, -76.5, -107.0, -108.5, -99.0, -39.6, -39.7, -128.0, -39.7, -39.7, -128.0
2024 235 23:22:08, 104.083, 18.603,104.082, 18.600,0, 30.5,  0.3, 15.5, 30.5,  0.0, 20.5, 29.9, 16.4, 16.4, -17.7, 16.4, 16.4, -26.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.6, -106.7, -91.5, -76.6, -107.0, -108.5, -99.0, -39.8, -39.7, -98.8, -39.7, -39.8, -128.0
2024 235 23:22:09, 104.197, 18.472,104.197, 18.472,0, 30.3,  0.3, 15.5, 30.3, -0.0, 20.3, 29.7, 16.4, 16.3, -27.5, 16.4, 16.4, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.7, -106.7, -91.5, -76.7, -107.0, -108.6, -99.3, -39.8, -39.9, -101.4, -39.9, -39.9, -128.0
2024 235 23:22:10, 104.311, 18.345,104.311, 18.345,0, 30.3,  0.3, 15.4, 30.3,  0.0, 20.3, 29.7, 16.5, 16.4, -26.2, 16.5, 16.4, -24.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.7, -106.7, -91.6, -76.7, -107.0, -108.6, -99.3, -39.8, -39.9, -98.4, -39.9, -39.8, -128.0
2024 235 23:22:11, 104.424, 18.220,104.423, 18.218,0, 30.3,  0.3, 15.4, 30.3,  0.0, 20.3, 29.7, 16.5, 16.5, -27.6, 16.5, 16.5, -20.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.7, -106.7, -91.6, -76.7, -107.0, -108.6, -99.3, -39.9, -39.9, -98.8, -39.9, -39.9, -128.0
2024 235 23:22:12, 104.535, 18.090,104.535, 18.093,0, 30.2,  0.3, 15.3, 30.2,  0.0, 20.3, 29.7, 16.5, 16.5, -23.6, 16.5, 16.5, -25.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.8, -106.7, -91.7, -76.8, -107.0, -108.6, -99.3, -39.9, -40.0, -97.9, -40.0, -39.9, -128.0
2024 235 23:22:13, 104.645, 17.968,104.645, 17.967,0, 30.1,  0.3, 15.1, 30.1,  0.0, 20.3, 29.7, 16.6, 16.5, -33.9, 16.6, 16.5, -19.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.9, -106.7, -91.9, -76.9, -107.0, -108.6, -99.3, -40.0, -40.1, -103.3, -40.0, -40.1, -128.0
2024 235 23:22:14, 104.743, 17.856,104.744, 17.855,0, 30.1,  0.3, 15.0, 30.1,  0.0, 19.8, 29.4, 16.5, 16.5, -27.0, 16.5, 16.5, -13.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -76.9, -106.7, -92.0, -76.9, -107.0, -109.2, -99.6, -40.0, -40.1, -98.2, -40.1, -40.1, -128.0
2024 235 23:22:15, 104.854, 17.730,104.853, 17.731,0, 30.0,  0.3, 14.9, 30.0, -0.0, 19.8, 29.4, 16.4, 16.4, -27.2, 16.5, 16.5, -26.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.0, -106.7, -92.1, -77.0, -107.0, -109.2, -99.6, -40.2, -40.2, -98.0, -40.2, -40.2, -128.0
2024 235 23:22:16, 104.961, 17.608,104.961, 17.608,0, 29.9,  0.3, 14.8, 29.9,  0.0, 19.8, 29.4, 16.4, 16.4, -26.6, 16.5, 16.5, -26.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.1, -106.7, -92.2, -77.1, -107.0, -109.2, -99.6, -40.3, -40.3, -97.6, -40.3, -40.4, -128.0
2024 235 23:22:17, 105.068, 17.482,105.068, 17.485,0, 29.9,  0.3, 14.7, 29.9, -0.0, 19.8, 29.4, 16.5, 16.4, -27.5, 16.5, 16.4, -23.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.2, -106.7, -92.3, -77.2, -107.0, -109.2, -99.6, -40.4, -40.4, -100.8, -40.4, -40.4, -128.0
2024 235 23:22:18, 105.184, 17.352,105.184, 17.351,0, 29.8,  0.3, 14.5, 29.8,  0.0, 19.8, 29.4, 16.4, 16.4, -25.2, 16.4, 16.3, -23.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.2, -106.7, -92.5, -77.2, -107.0, -109.2, -99.6, -40.5, -40.5, -96.7, -40.5, -40.4, -128.0
2024 235 23:22:19, 105.289, 17.229,105.289, 17.229,0, 29.7,  0.3, 14.3, 29.7, -0.0, 19.2, 29.1, 16.3, 16.3, -27.3, 16.4, 16.3, -8.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.4, -106.7, -92.7, -77.4, -107.0, -109.8, -99.9, -40.6, -40.6, -128.0, -40.6, -40.6, -128.0
2024 235 23:22:20, 105.394, 17.110,105.394, 17.108,0, 29.5,  0.3, 14.2, 29.5,  0.0, 19.2, 29.1, 16.4, 16.3, -25.8, 16.4, 16.4, -25.8, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.5, -106.7, -92.8, -77.5, -107.0, -109.8, -99.9, -40.8, -40.7, -96.3, -40.7, -40.7, -128.0
2024 235 23:22:21, 105.497, 16.989,105.497, 16.988,0, 29.5,  0.3, 14.0, 29.5,  0.0, 19.2, 29.1, 16.4, 16.4, -15.4, 16.4, 16.4, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.5, -106.7, -93.0, -77.5, -107.0, -109.8, -99.9, -40.8, -40.7, -128.0, -40.7, -40.8, -128.0
2024 235 23:22:22, 105.600, 16.867,105.600, 16.868,0, 29.4,  0.3, 13.9, 29.4, -0.0, 19.2, 29.1, 16.4, 16.3, -26.7, 16.4, 16.3, -25.2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.6, -106.7, -93.1, -77.6, -107.0, -109.8, -99.9, -40.8, -40.8, -96.9, -40.8, -40.8, -128.0
2024 235 23:22:23, 105.701, 16.748,105.701, 16.749,0, 29.3,  0.3, 13.8, 29.3,  0.0, 19.2, 29.1, 16.4, 16.4, -28.2, 16.5, 16.4, -26.5, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.7, -106.7, -93.3, -77.7, -107.0, -109.8, -99.9, -40.9, -40.9, -128.0, -40.9, -40.9, -128.0
2024 235 23:22:24, 105.793, 16.645,105.792, 16.643,0, 29.3,  0.3, 13.5, 29.3,  0.0, 18.4, 28.6, 16.5, 16.4, -26.0, 16.5, 16.4, -26.6, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.7, -106.7, -93.5, -77.7, -107.0, -110.6, -100.3, -40.9, -40.9, -94.6, -41.0, -40.9, -128.0
2024 235 23:22:25, 105.893, 16.523,105.892, 16.525,0, 29.2,  0.3, 13.4, 29.2,  0.0, 18.4, 28.6, 16.4, 16.3, -27.2, 16.4, 16.4, -14.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.8, -106.7, -93.6, -77.8, -107.0, -110.6, -100.3, -41.0, -41.0, -94.4, -41.0, -41.1, -128.0
2024 235 23:22:26, 106.001, 16.398,106.001, 16.396,0, 29.1,  0.3, 13.2, 29.1,  0.0, 18.4, 28.6, 16.4, 16.3, -27.3, 16.3, 16.3, -26.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -77.9, -106.7, -93.8, -77.9, -107.0, -110.6, -100.3, -41.2, -41.2, -99.2, -41.2, -41.2, -128.0
2024 235 23:22:27, 106.100, 16.278,106.100, 16.279,0, 29.0,  0.3, 13.0, 29.0, -0.0, 18.4, 28.6, 16.3, 16.3, -26.7, 16.4, 16.3, -26.1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.0, -106.7, -94.0, -78.0, -107.0, -110.6, -100.3, -41.1, -41.1, -94.7, -41.3, -41.2, -128.0
2024 235 23:22:28, 106.197, 16.162,106.197, 16.163,0, 28.9,  0.3, 12.8, 28.9,  0.0, 18.4, 28.6, 16.3, 16.2, -27.0, 16.3, 16.3, -24.9, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.1, -106.7, -94.2, -78.1, -107.0, -110.6, -100.3, -41.3, -41.3, -96.1, -41.4, -41.4, -128.0
2024 235 23:22:29, 106.294, 16.046,106.294, 16.047,0, 28.8,  0.3, 12.6, 28.8,  0.0, 17.6, 28.2, 16.2, 16.2, -26.7, 16.3, 16.3, -24.3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.2, -106.7, -94.4, -78.2, -107.0, -111.4, -100.8, -41.5, -41.4, -94.1, -41.4, -41.5, -128.0
2024 235 23:22:30, 106.389, 15.933,106.390, 15.932,0, 28.7,  0.3, 12.4, 28.7,  0.0, 17.6, 28.2, 16.3, 16.3, -27.0, 16.2, 16.2, -26.7, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -78.3, -106.7, -94.6, -78.3, -107.0, -111.4, -100.8, -41.6, -41.5, -94.1, -41.5, -41.5, -128.0
